# 2theta_deg intensity
1.4250583658 6.5194248785946807e-01
1.4316842690 6.4434320527466094e-01
1.4383101723 6.2584202594238247e-01
1.4449360756 5.8865348579449639e-01
1.4515619789 5.4592443678507874e-01
1.4581878822 4.7740825873753745e-01
1.4648137854 4.1240638080940195e-01
1.4714396887 3.1524774550070339e-01
1.4780655920 2.1183603621290481e-01
1.4846914953 1.2952406083080295e-01
1.4913173986 9.4989270078001758e-02
1.4979433018 1.0030289719667260e-01
1.5045692051 1.1196733121121941e-01
1.5111951084 1.0777568409322617e-01
1.5178210117 8.7431367450788555e-02
1.5244469150 5.7688839104182987e-02
1.5310728182 3.3188849935160677e-02
1.5376987215 2.3970179244205247e-02
1.5443246248 2.7707364407050756e-02
1.5509505281 3.8539862019255043e-02
1.5575764314 4.6586266431904430e-02
1.5642023346 4.5153991422118490e-02
1.5708282379 3.6783818534529999e-02
1.5774541412 2.4320180425326035e-02
1.5840800445 1.4580518291543460e-02
1.5907059477 9.8457713363506432e-03
1.5973318510 1.2129322001365791e-02
1.6039577543 1.8141278778041652e-02
1.6105836576 2.3629436038062942e-02
1.6172095609 2.4602596328236581e-02
1.6238354641 2.2150298906634901e-02
1.6304613674 1.5998424764708124e-02
1.6370872707 9.7354952965104311e-03
1.6437131740 5.8174337438384703e-03
1.6503390773 5.8522696862964557e-03
1.6569649805 8.6122887257726963e-03
1.6635908838 1.2681984249540026e-02
1.6702167871 1.4861459430311065e-02
1.6768426904 1.4943919946481110e-02
1.6834685937 1.2194336453976334e-02
1.6900944969 8.1490387284214594e-03
1.6967204002 4.8203302048521867e-03
1.7033463035 3.4663995959055812e-03
1.7099722068 4.4291973339390155e-03
1.7165981101 6.6533172789489540e-03
1.7232240133 9.2044342702834476e-03
1.7298499166 1.0495647876107923e-02
1.7364758199 9.7633604643469693e-03
1.7431017232 7.6209598641353493e-03
1.7497276265 4.8578020856775428e-03
1.7563535297 2.9677086054602088e-03
1.7629794330 2.4587453385693848e-03
1.7696053363 3.4682302896879504e-03
1.7762312396 5.3662985484850536e-03
1.7828571429 6.9865160657370407e-03
1.7894830461 7.5502955080989781e-03
1.7961089494 6.7481336021531953e-03
1.8027348527 5.1434025399164779e-03
1.8093607560 3.3497587435554724e-03
1.8159866593 2.0383351030029118e-03
1.8226125625 1.9112147834527437e-03
1.8292384658 2.8315659509585756e-03
1.8358643691 4.2146778770913692e-03
1.8424902724 5.3924683581348465e-03
1.8491161757 5.7105658147927115e-03
1.8557420789 5.0639082987269449e-03
1.8623679822 3.7903989871451555e-03
1.8689938855 2.4291834511591202e-03
1.8756197888 1.5996208274654730e-03
1.8822456921 1.5516064499427184e-03
1.8888715953 2.3746128224645777e-03
1.8954974986 3.4836073610995614e-03
1.9021234019 4.3606521302975492e-03
1.9087493052 4.5558924058443648e-03
1.9153752084 4.0771866069965598e-03
1.9220011117 3.0248933051096904e-03
1.9286270150 1.8858921835982576e-03
1.9352529183 1.2517407087997154e-03
1.9418788216 1.3160432282253390e-03
1.9485047248 1.9810288464285450e-03
1.9551306281 2.8772644858511150e-03
1.9617565314 3.6280181217684658e-03
1.9683824347 3.7915511270075739e-03
1.9750083380 3.3627150216988541e-03
1.9816342412 2.5059865139735156e-03
1.9882601445 1.5797378706132973e-03
1.9948860478 1.0755394100992741e-03
2.0015119511 1.0983513209235670e-03
2.0081378544 1.6877500174231565e-03
2.0147637576 2.4652434035397092e-03
2.0213896609 3.0786775523712773e-03
2.0280155642 3.2526593614813941e-03
2.0346414675 2.9322384917943377e-03
2.0412673708 2.1572649801256884e-03
2.0478932740 1.4331970062460618e-03
2.0545191773 9.2277993833457907e-04
2.0611450806 9.5520046697675502e-04
2.0677709839 1.4705301446509753e-03
2.0743968872 2.1339885449689336e-03
2.0810227904 2.7278698863242878e-03
2.0876486937 2.9084073611655718e-03
2.0942745970 2.6387714015592228e-03
2.1009005003 1.9711163817064370e-03
2.1075264036 1.3180107668801949e-03
2.1141523068 8.5835864827974709e-04
2.1207782101 8.5132140884468189e-04
2.1274041134 1.2647963079564829e-03
2.1340300167 1.9024423760963991e-03
2.1406559200 2.3898848807374609e-03
2.1472818232 2.7095782554913900e-03
2.1539077265 2.4722054718193712e-03
2.1605336298 1.8894031245070626e-03
2.1671595331 1.2633375258240046e-03
2.1737854364 8.1292348431499816e-04
2.1804113396 7.6448627965258515e-04
2.1870372429 1.1147667409543544e-03
2.1936631462 1.7256389434563287e-03
2.2002890495 2.2822466518809866e-03
2.2069149528 2.5270132626947560e-03
2.2135408560 2.3793907585323332e-03
2.2201667593 1.9150289766960873e-03
2.2267926626 1.2892428971196057e-03
2.2334185659 8.3208201541646860e-04
2.2400444691 7.0810588613266225e-04
2.2466703724 1.0245283034345507e-03
2.2532962757 1.6068296691186836e-03
2.2599221790 2.1925345966495135e-03
2.2665480823 2.5178254089535139e-03
2.2731739855 2.4316949092395594e-03
2.2797998888 1.9910719737290280e-03
2.2864257921 1.3627365923199338e-03
2.2930516954 8.4847014604103510e-04
2.2996775987 6.8793806568201335e-04
2.3063035019 9.7108333930660286e-04
2.3129294052 1.5620593978838361e-03
2.3195553085 2.2314619187667546e-03
2.3261812118 2.6305165189406659e-03
2.3328071151 2.6528339070212405e-03
2.3394330183 2.2195878075211661e-03
2.3460589216 1.5542994409126871e-03
2.3526848249 9.7646315803799025e-04
2.3593107282 7.4798617661359687e-04
2.3659366315 9.9632393017207773e-04
2.3725625347 1.6337401933630414e-03
2.3791884380 2.4266978708869691e-03
2.3858143413 2.9900781233398342e-03
2.3924402446 3.1313977429777971e-03
2.3990661479 2.7274316321015987e-03
2.4056920511 2.0288100657982178e-03
2.4123179544 1.2374021795728358e-03
2.4189438577 8.9869946509216333e-04
2.4255697610 1.1520942576574908e-03
2.4321956643 1.9873322629374505e-03
2.4388215675 3.0650322603059791e-03
2.4454474708 3.9876058503643267e-03
2.4520733741 4.3342386574116813e-03
2.4586992774 3.9665231346631292e-03
2.4653251807 3.0375813330260188e-03
2.4719510839 1.9533233056539209e-03
2.4785769872 1.3491433367636744e-03
2.4852028905 1.7140971547404131e-03
2.4918287938 3.1086876852029922e-03
2.4984546971 5.2763562999473268e-03
2.5050806003 7.2511723063449444e-03
2.5117065036 8.5538019011390052e-03
2.5183324069 8.3091815332392138e-03
2.5249583102 6.7201126343465591e-03
2.5315842135 4.6354732784904627e-03
2.5382101167 3.5245628024924160e-03
2.5448360200 5.2199304983605137e-03
2.5514619233 1.1595116732690645e-02
2.5580878266 2.2679516272417037e-02
2.5647137298 3.9115397896234166e-02
2.5713396331 5.8130423458903492e-02
2.5779655364 7.6604552573543552e-02
2.5845914397 9.2505282030034011e-02
2.5912173430 1.0298291157219090e-01
2.5978432462 1.0678403295157050e-01
2.6044691495 1.0348618584399431e-01
2.6110950528 9.4853782930657424e-02
2.6177209561 8.2471543907040964e-02
2.6243468594 6.4312874800495898e-02
2.6309727626 4.6691624103563131e-02
2.6375986659 3.0545467081537336e-02
2.6442245692 1.7829326112083495e-02
2.6508504725 8.8372837304386484e-03
2.6574763758 3.7244162162209963e-03
2.6641022790 1.7301410820197215e-03
2.6707281823 1.7161981632868879e-03
2.6773540856 2.3761379708573398e-03
2.6839799889 2.9940473730093045e-03
2.6906058922 3.0912124054122028e-03
2.6972317954 2.6020689911228278e-03
2.7038576987 1.7872158546743777e-03
2.7104836020 9.9948618081490900e-04
2.7171095053 4.9103500214566897e-04
2.7237354086 2.9372972279728888e-04
2.7303613118 3.8120372790177845e-04
2.7369872151 5.8021864965694019e-04
2.7436131184 7.7250945663992574e-04
2.7502390217 8.2410224317161431e-04
2.7568649250 7.2917640455614217e-04
2.7634908282 5.0645555110290317e-04
2.7701167315 3.0667747374998287e-04
2.7767426348 1.5786412043984627e-04
2.7833685381 1.0740284446424818e-04
2.7899944414 1.5194804902369431e-04
2.7966203446 2.4403102605403322e-04
2.8032462479 3.1529114887745484e-04
2.8098721512 3.3767523112663932e-04
2.8164980545 3.0353448721200636e-04
2.8231239578 2.2362710964142092e-04
2.8297498610 1.3407583458978342e-04
2.8363757643 7.5121982024369051e-05
2.8430016676 6.0300572132148734e-05
2.8496275709 8.4894405145943003e-05
2.8562534742 1.3134541600098076e-04
2.8628793774 1.7016926786336014e-04
2.8695052807 1.9005522889661803e-04
2.8761311840 1.7053528290047605e-04
2.8827570873 1.2785080441262344e-04
2.8893829906 8.4140032479603809e-05
2.8960088938 5.1471983578354975e-05
2.9026347971 4.3270263129053652e-05
2.9092607004 5.7922130011254040e-05
2.9158866037 8.5785616519017241e-05
2.9225125069 1.1151543639312760e-04
2.9291384102 1.2442945312151713e-04
2.9357643135 1.1615472665620316e-04
2.9423902168 9.2359535550912741e-05
2.9490161201 6.6688464345390666e-05
2.9556420233 4.5039623372909024e-05
2.9622679266 3.7435391615626405e-05
2.9688938299 4.6193590629016137e-05
2.9755197332 6.2950294084453985e-05
2.9821456365 8.1503489395664505e-05
2.9887715397 8.9983513128287265e-05
2.9953974430 8.6509648352657201e-05
3.0020233463 7.6154002304155134e-05
3.0086492496 5.8651139677275827e-05
3.0152751529 4.3242251523789417e-05
3.0219010561 3.6611244154615422e-05
3.0285269594 4.0164684764025543e-05
3.0351528627 5.1243639483486337e-05
3.0417787660 6.3138869537831079e-05
3.0484046693 7.1419484738183067e-05
3.0550305725 7.3651729371680609e-05
3.0616564758 6.5597305886252555e-05
3.0682823791 5.4528629877801132e-05
3.0749082824 4.4790605634326906e-05
3.0815341857 3.7674464865399171e-05
3.0881600889 3.7450407978006917e-05
3.0947859922 4.2886838372247719e-05
3.1014118955 5.0183495198922704e-05
3.1080377988 5.6830467148741195e-05
3.1146637021 6.0435564311798502e-05
3.1212896053 5.6995594440775492e-05
3.1279155086 5.2121567990863379e-05
3.1345414119 4.6413819921879060e-05
3.1411673152 3.8652024094248510e-05
3.1477932185 3.7389599705120833e-05
3.1544191217 3.7917752037352066e-05
3.1610450250 4.2893400062072646e-05
3.1676709283 4.6804113219774201e-05
3.1742968316 5.0682906532562457e-05
3.1809227349 5.0937330194084786e-05
3.1875486381 4.9128719557633673e-05
3.1941745414 4.5667920636226177e-05
3.2008004447 4.0241065136569258e-05
3.2074263480 3.6595213383975329e-05
3.2140522513 3.5662210741100370e-05
3.2206781545 3.6726907921796989e-05
3.2273040578 3.9629464947709520e-05
3.2339299611 4.2714524491589318e-05
3.2405558644 4.4641349672477478e-05
3.2471817676 4.5304258718086754e-05
3.2538076709 4.4003508092446770e-05
3.2604335742 4.1053947664473276e-05
3.2670594775 3.7424559741639696e-05
3.2736853808 3.4666071099852727e-05
3.2803112840 3.3415339008073666e-05
3.2869371873 3.3475793516117080e-05
3.2935630906 3.4816478844291997e-05
3.3001889939 3.7659771889618845e-05
3.3068148972 3.9729060040726323e-05
3.3134408004 4.1830453195016309e-05
3.3200667037 4.0572684841798353e-05
3.3266926070 3.7961990357939928e-05
3.3333185103 3.5199626312827969e-05
3.3399444136 3.0919438195011242e-05
3.3465703168 2.8631349014144843e-05
3.3531962201 2.8667863714910037e-05
3.3598221234 3.1084973128049194e-05
3.3664480267 3.4234923455034444e-05
3.3730739300 3.9316510779512755e-05
3.3796998332 4.0868866352312205e-05
3.3863257365 3.9472540216778169e-05
3.3929516398 3.5481241209007088e-05
3.3995775431 3.1205753480489607e-05
3.4062034464 2.6714679108684823e-05
3.4128293496 2.4356284128169189e-05
3.4194552529 2.5451911274318436e-05
3.4260811562 2.9729082133725002e-05
3.4327070595 3.4640658513904390e-05
3.4393329628 3.9021418581622554e-05
3.4459588660 4.0004985619817612e-05
3.4525847693 3.6927983583093621e-05
3.4592106726 3.1447273922623671e-05
3.4658365759 2.5822863739812334e-05
3.4724624792 2.1334959856966871e-05
3.4790883824 2.0758783167429817e-05
3.4857142857 2.5255875851533011e-05
3.4923401890 3.1487458201604817e-05
3.4989660923 3.8587684781048064e-05
3.5055919956 4.1331806972030161e-05
3.5122178988 4.0769353117333282e-05
3.5188438021 3.4425607946999420e-05
3.5254697054 2.6725019461590667e-05
3.5320956087 2.0082540264650083e-05
3.5387215120 1.8237943507876948e-05
3.5453474152 2.2322120640263147e-05
3.5519733185 3.0466506578703731e-05
3.5585992218 3.9221744524467999e-05
3.5652251251 4.5928558901552160e-05
3.5718510283 4.6800720931744247e-05
3.5784769316 4.0408553806803628e-05
3.5851028349 3.0704836308800738e-05
3.5917287382 2.1901509443161571e-05
3.5983546415 1.8861714932956035e-05
3.6049805447 2.4121305811731669e-05
3.6116064480 3.5626210007491629e-05
3.6182323513 5.1138322759967709e-05
3.6248582546 6.1364605318905871e-05
3.6314841579 6.2234515727747658e-05
3.6381100611 5.4679215619018438e-05
3.6447359644 4.1543597589305045e-05
3.6513618677 3.0582105856532693e-05
3.6579877710 2.7629847434055511e-05
3.6646136743 3.8889351807137099e-05
3.6712395775 6.0613791412889105e-05
3.6778654808 8.7565783451175224e-05
3.6844913841 1.0836317595866845e-04
3.6911172874 1.1289596783426474e-04
3.6977431907 1.0159108863274749e-04
3.7043690939 8.0108716948003664e-05
3.7109949972 6.1710776915760719e-05
3.7176209005 6.6208546285584789e-05
3.7242468038 1.0323154382395966e-04
3.7308727071 1.7271329287277474e-04
3.7374986103 2.6045819924874357e-04
3.7441245136 3.2920527314678102e-04
3.7507504169 3.5667460960674943e-04
3.7573763202 3.3552777076520710e-04
3.7640022235 2.8095273445958219e-04
3.7706281267 2.7388027112809377e-04
3.7772540300 4.0546709278709036e-04
3.7838799333 8.0417641375634666e-04
3.7905058366 1.5866697578962876e-03
3.7971317399 2.6829067017890488e-03
3.8037576431 4.2543347712515637e-03
3.8103835464 6.1644433329225146e-03
3.8170094497 8.1347195898801399e-03
3.8236353530 9.8044186909565269e-03
3.8302612563 1.1092841822516457e-02
3.8368871595 1.1779701697890829e-02
3.8435130628 1.1538467149943570e-02
3.8501389661 1.0701053650756522e-02
3.8567648694 9.4547751768344415e-03
3.8633907727 7.7902224018822205e-03
3.8700166759 5.7012377795025238e-03
3.8766425792 3.7767103286656927e-03
3.8832684825 2.3233784711065623e-03
3.8898943858 1.3290484236433973e-03
3.8965202890 7.2625413019398902e-04
3.9031461923 5.0274993597828688e-04
3.9097720956 5.0196343027417622e-04
3.9163979989 5.9398984179028609e-04
3.9230239022 6.6784033298261148e-04
3.9296498054 6.7615611703946473e-04
3.9362757087 5.8512515107171550e-04
3.9429016120 4.4985010041927100e-04
3.9495275153 3.1070937108141836e-04
3.9561534186 2.1009471299622586e-04
3.9627793218 1.6776831183592809e-04
3.9694052251 1.8391608053019347e-04
3.9760311284 2.2901047551338066e-04
3.9826570317 2.7665609770722443e-04
3.9892829350 2.9626156435875025e-04
3.9959088382 2.8127293307563466e-04
4.0025347415 2.3733267168400373e-04
4.0091606448 1.7579946955751096e-04
4.0157865481 1.2655967362248548e-04
4.0224124514 1.0029763493624928e-04
4.0290383546 1.0528936547364133e-04
4.0356642579 1.2442887711318538e-04
4.0422901612 1.5473758168414836e-04
4.0489160645 1.7989802696189651e-04
4.0555419678 1.8260411733290256e-04
4.0621678710 1.6288810168966158e-04
4.0687937743 1.3233422725673403e-04
4.0754196776 9.7294393970448774e-05
4.0820455809 7.6295608359663346e-05
4.0886714842 7.1634014743335241e-05
4.0952973874 8.6510931339528837e-05
4.1019232907 1.0522174837028885e-04
4.1085491940 1.2630634480179746e-04
4.1151750973 1.3576891815709796e-04
4.1218010006 1.2852602190421248e-04
4.1284269038 1.1094151520736616e-04
4.1350528071 8.5481546888231319e-05
4.1416787104 6.5197341961158655e-05
4.1483046137 5.7825389436570431e-05
4.1549305170 6.2652370257008168e-05
4.1615564202 7.7013096735440190e-05
4.1681823235 9.2809001525523779e-05
4.1748082268 1.0453727335789816e-04
4.1814341301 1.0472492383483930e-04
4.1880600334 9.4929560789885691e-05
4.1946859366 7.8844336250818997e-05
4.2013118399 6.1557514334924674e-05
4.2079377432 5.0655969678809635e-05
4.2145636465 5.0402066652591015e-05
4.2211895497 5.8810013079651892e-05
4.2278154530 7.1488171391209307e-05
4.2344413563 8.4116841439310907e-05
4.2410672596 8.8932712051070702e-05
4.2476931629 8.6013297994293918e-05
4.2543190661 7.3370322133637863e-05
4.2609449694 5.9416910199765949e-05
4.2675708727 4.7054828879168373e-05
4.2741967760 4.2860980445443006e-05
4.2808226793 4.7442825417680241e-05
4.2874485825 5.6285877554996858e-05
4.2940744858 6.9024115814215486e-05
4.3007003891 7.6882982969856241e-05
4.3073262924 7.7626243766274857e-05
4.3139521957 7.0690805810552171e-05
4.3205780989 5.8414276950611919e-05
4.3272040022 4.7444622176889987e-05
4.3338299055 3.9689689433723909e-05
4.3404558088 4.0334322978844221e-05
4.3470817121 4.6740781275309987e-05
4.3537076153 5.6084592273254699e-05
4.3603335186 6.5980484063454578e-05
4.3669594219 7.0198297597976164e-05
4.3735853252 6.6148270548064357e-05
4.3802112285 5.7928321691410148e-05
4.3868371317 4.8624503794107987e-05
4.3934630350 3.9129036608511657e-05
4.4000889383 3.6087293863155376e-05
4.4067148416 3.9873314003484228e-05
4.4133407449 4.7734076146203005e-05
4.4199666481 5.7039389767355781e-05
4.4265925514 6.2375159496639689e-05
4.4332184547 6.2644243632417943e-05
4.4398443580 5.7018104946456773e-05
4.4464702613 4.9470874822258592e-05
4.4530961645 3.9974618335224555e-05
4.4597220678 3.3821332677446104e-05
4.4663479711 3.5351383797216617e-05
4.4729738744 4.0958113423558533e-05
4.4795997777 4.9177986310279557e-05
4.4862256809 5.6469550795230752e-05
4.4928515842 5.9447646379781604e-05
4.4994774875 5.8891212280036725e-05
4.5061033908 5.1149244545590505e-05
4.5127292941 4.1817635507967962e-05
4.5193551973 3.5163942830818011e-05
4.5259811006 3.2243944293925066e-05
4.5326070039 3.5983357211082875e-05
4.5392329072 4.3311208598499733e-05
4.5458588105 5.0922540428164986e-05
4.5524847137 5.6403072578279116e-05
4.5591106170 5.6642302590781300e-05
4.5657365203 5.1455423110195630e-05
4.5723624236 4.4211728585919556e-05
4.5789883268 3.6662369933701248e-05
4.5856142301 3.2128359431632198e-05
4.5922401334 3.2929450506065805e-05
4.5988660367 3.7989746853392205e-05
4.6054919400 4.6956469387912140e-05
4.6121178432 5.2493386918091073e-05
4.6187437465 5.7114607497749671e-05
4.6253696498 5.4122370249247807e-05
4.6319955531 4.7716759650668021e-05
4.6386214564 3.9234541626837575e-05
4.6452473596 3.3615144714646952e-05
4.6518732629 3.1479223833299139e-05
4.6584991662 3.5510153155590312e-05
4.6651250695 4.2937856960592480e-05
4.6717509728 4.9964887025233062e-05
4.6783768760 5.7646757650866880e-05
4.6850027793 5.7752758499028389e-05
4.6916286826 5.2883317411011972e-05
4.6982545859 4.4136091383542164e-05
4.7048804892 3.7046395338422667e-05
4.7115063924 3.2032373515405746e-05
4.7181322957 3.3657762094875243e-05
4.7247581990 4.1055707997865147e-05
4.7313841023 4.9724473448158933e-05
4.7380100056 5.7495719172916970e-05
4.7446359088 6.1976568380472019e-05
4.7512618121 5.8305898289847473e-05
4.7578877154 5.2140307925484622e-05
4.7645136187 4.2174634835686765e-05
4.7711395220 3.7034504556040582e-05
4.7777654252 3.6016521121284988e-05
4.7843913285 4.1496376207452137e-05
4.7910172318 5.0459140327532139e-05
4.7976431351 5.9993683323606757e-05
4.8042690384 6.6125067830683990e-05
4.8108949416 6.9357421231757584e-05
4.8175208449 6.2704629918164750e-05
4.8241467482 5.4101854294378100e-05
4.8307726515 4.4792986095700369e-05
4.8373985548 4.1108165754014220e-05
4.8440244580 4.5126885636180686e-05
4.8506503613 5.6560181616232294e-05
4.8572762646 6.8291911615673263e-05
4.8639021679 8.0516807673989416e-05
4.8705280712 8.5515073360231989e-05
4.8771539744 8.2491964736068166e-05
4.8837798777 7.2287644736278520e-05
4.8904057810 6.1700832755133225e-05
4.8970316843 5.4787150698813260e-05
4.9036575875 5.8835211318512644e-05
4.9102834908 7.2751025198084554e-05
4.9169093941 9.1216871790802893e-05
4.9235352974 1.1315967678677035e-04
4.9301612007 1.2577834260630666e-04
4.9367871039 1.2738713489552771e-04
4.9434130072 1.1794438732686761e-04
