# 2theta_deg intensity
1.3350458716 3.9775814605858190e-04
1.3416513761 3.9517164003893818e-04
1.3482568807 3.8648816219343077e-04
1.3548623853 3.7976382458964833e-04
1.3614678899 3.7136230249244312e-04
1.3680733945 3.6835668455341240e-04
1.3746788991 3.5638215889917282e-04
1.3812844037 3.5583586259576910e-04
1.3878899083 3.5555557220175930e-04
1.3944954128 3.5185028935808910e-04
1.4011009174 3.4878427155406600e-04
1.4077064220 3.4765130095477123e-04
1.4143119266 3.4643942242669040e-04
1.4209174312 3.5023822838548864e-04
1.4275229358 3.5307748033818062e-04
1.4341284404 3.5208124688124480e-04
1.4407339450 3.5281216344105901e-04
1.4473394495 3.5208026786815984e-04
1.4539449541 3.5784042889512374e-04
1.4605504587 3.5531141863389120e-04
1.4671559633 3.5269968943540302e-04
1.4737614679 3.5169581278472663e-04
1.4803669725 3.5959483933402597e-04
1.4869724771 3.6365632192943874e-04
1.4935779817 3.6207767178025310e-04
1.5001834862 3.5389169956301044e-04
1.5067889908 3.5940096842527569e-04
1.5133944954 3.5612437427415120e-04
1.5200000000 3.5809529468628580e-04
1.5266055046 3.5978604983464386e-04
1.5332110092 3.4997143546483436e-04
1.5398165138 3.5172940257066908e-04
1.5464220183 3.4970788992525436e-04
1.5530275229 3.4232243901647036e-04
1.5596330275 3.3496671570383926e-04
1.5662385321 3.3541680675955532e-04
1.5728440367 3.2936102138903829e-04
1.5794495413 3.2715359037928930e-04
1.5860550459 3.1642184647939092e-04
1.5926605505 3.1885387360048488e-04
1.5992660550 3.1467199451403523e-04
1.6058715596 3.0427855958521492e-04
1.6124770642 3.0191293143774057e-04
1.6190825688 2.8844119341717481e-04
1.6256880734 2.8841110949598051e-04
1.6322935780 2.7382486477536068e-04
1.6388990826 2.7196201596774649e-04
1.6455045872 2.6343077892808007e-04
1.6521100917 2.5215813610898188e-04
1.6587155963 2.4850080931256333e-04
1.6653211009 2.4049584227273904e-04
1.6719266055 2.3509986642169790e-04
1.6785321101 2.2555434648309091e-04
1.6851376147 2.1931221004608701e-04
1.6917431193 2.0990041095836641e-04
1.6983486239 1.9950285171351637e-04
1.7049541284 1.9546709721540072e-04
1.7115596330 1.9181244208918880e-04
1.7181651376 1.8042071158918123e-04
1.7247706422 1.7414027718818599e-04
1.7313761468 1.6664971714515250e-04
1.7379816514 1.5990871229057944e-04
1.7445871560 1.5249636236441756e-04
1.7511926606 1.5023328694253033e-04
1.7577981651 1.4606808582680921e-04
1.7644036697 1.3817533207872648e-04
1.7710091743 1.3331929302486640e-04
1.7776146789 1.3160544634592124e-04
1.7842201835 1.2465605692004044e-04
1.7908256881 1.1980015450366007e-04
1.7974311927 1.1642850606703633e-04
1.8040366972 1.1391321581151797e-04
1.8106422018 1.0808585301019119e-04
1.8172477064 1.0906662969589317e-04
1.8238532110 1.0410574916139398e-04
1.8304587156 1.0404554540893986e-04
1.8370642202 1.0018599707250327e-04
1.8436697248 9.9605243235960866e-05
1.8502752294 9.6737829184506314e-05
1.8568807339 9.5766873481093517e-05
1.8634862385 9.7229372914202041e-05
1.8700917431 9.6415312981790175e-05
1.8766972477 9.4963431860598964e-05
1.8833027523 9.5969575839254917e-05
1.8899082569 9.5801635478123018e-05
1.8965137615 9.5963433577952908e-05
1.9031192661 9.4708523624913654e-05
1.9097247706 9.6207278905587680e-05
1.9163302752 9.6383626367597115e-05
1.9229357798 9.5565536518273233e-05
1.9295412844 9.6360389250112793e-05
1.9361467890 9.8474197638633343e-05
1.9427522936 9.9556453426155963e-05
1.9493577982 9.8916277993879313e-05
1.9559633028 9.9059450625058794e-05
1.9625688073 1.0025465035183863e-04
1.9691743119 1.0019323223447101e-04
1.9757798165 1.0023292298012032e-04
1.9823853211 1.0308276774736425e-04
1.9889908257 1.0193103664130076e-04
1.9955963303 1.0227086849252653e-04
2.0022018349 1.0307589803831552e-04
2.0088073394 1.0362558285990230e-04
2.0154128440 1.0245098835684564e-04
2.0220183486 1.0283517508859115e-04
2.0286238532 1.0230522185783910e-04
2.0352293578 1.0028396085296915e-04
2.0418348624 1.0175710553369182e-04
2.0484403670 1.0241341557287574e-04
2.0550458716 1.0044987424163858e-04
2.0616513761 1.0166907009848072e-04
2.0682568807 9.7622451354452506e-05
2.0748623853 9.7868145086876980e-05
2.0814678899 9.7516177602090836e-05
2.0880733945 9.6016677954865543e-05
2.0946788991 9.1382742372495847e-05
2.1012844037 9.4637934095380399e-05
2.1078899083 8.9764460686741105e-05
2.1144954128 9.0223267089481777e-05
2.1211009174 8.8977538096963240e-05
2.1277064220 8.4267480254952368e-05
2.1343119266 8.3747623561572721e-05
2.1409174312 8.1555812465041277e-05
2.1475229358 7.8649877889604245e-05
2.1541284404 7.7233628178311977e-05
2.1607339450 7.6164989217135178e-05
2.1673394495 7.3379002133134466e-05
2.1739449541 7.1550937569755317e-05
2.1805504587 6.9066092025999213e-05
2.1871559633 6.8009678392397086e-05
2.1937614679 6.4559353632466046e-05
2.2003669725 6.3998115556864214e-05
2.2069724771 6.0510484493500036e-05
2.2135779817 5.9242610228157894e-05
2.2201834862 5.7783306167248705e-05
2.2267889908 5.5542057572944551e-05
2.2333944954 5.4079748079688183e-05
2.2400000000 5.1924430777530969e-05
2.2466055046 4.9161077290206637e-05
2.2532110092 4.8352506917574249e-05
2.2598165138 4.7182576671007736e-05
2.2664220183 4.5843025060207200e-05
2.2730275229 4.3931273466167812e-05
2.2796330275 4.2748398855393569e-05
2.2862385321 4.1612461507558996e-05
2.2928440367 4.0361415514794307e-05
2.2994495413 3.9294471002955903e-05
2.3060550459 3.8758791234757168e-05
2.3126605505 3.7655174696942721e-05
2.3192660550 3.6264890090065655e-05
2.3258715596 3.6139354410770778e-05
2.3324770642 3.6220715957724783e-05
2.3390825688 3.4639993793746932e-05
2.3456880734 3.4403643556680415e-05
2.3522935780 3.4071356583008556e-05
2.3588990826 3.4295660570624360e-05
2.3655045872 3.3791173706251378e-05
2.3721100917 3.3590959095575442e-05
2.3787155963 3.3524873029481891e-05
2.3853211009 3.4090053879050053e-05
2.3919266055 3.3513210222111592e-05
2.3985321101 3.3723415891151171e-05
2.4051376147 3.3443065758876810e-05
2.4117431193 3.3916724965610098e-05
2.4183486239 3.4499032488402847e-05
2.4249541284 3.4247963207539376e-05
2.4315596330 3.4470670834606784e-05
2.4381651376 3.4853056763110291e-05
2.4447706422 3.4801742990312816e-05
2.4513761468 3.5661830414239288e-05
2.4579816514 3.4742526504955479e-05
2.4645871560 3.5409740048303955e-05
2.4711926606 3.6061287986724168e-05
2.4777981651 3.6047972778770299e-05
2.4844036697 3.6010825084542730e-05
2.4910091743 3.6395626385103779e-05
2.4976146789 3.6987111673611266e-05
2.5042201835 3.7563619423741011e-05
2.5108256881 3.7143698203217159e-05
2.5174311927 3.7163119786470141e-05
2.5240366972 3.7091122515203550e-05
2.5306422018 3.7995641192052068e-05
2.5372477064 3.7343059991560667e-05
2.5438532110 3.7360320855392610e-05
2.5504587156 3.6766340278745915e-05
2.5570642202 3.7188338734787368e-05
2.5636697248 3.6602582831825058e-05
2.5702752294 3.5992418256697001e-05
2.5768807339 3.5582393858214318e-05
2.5834862385 3.5561906512766193e-05
2.5900917431 3.4292502517821290e-05
2.5966972477 3.4962155052757778e-05
2.6033027523 3.4943731430186730e-05
2.6099082569 3.4467090468001661e-05
2.6165137615 3.3387678263982357e-05
2.6231192661 3.2916763406378058e-05
2.6297247706 3.2879110293213752e-05
2.6363302752 3.1465537271700278e-05
2.6429357798 3.0969833012893949e-05
2.6495412844 3.0165692220525373e-05
2.6561467890 2.9477453152311410e-05
2.6627522936 2.8844280785348891e-05
2.6693577982 2.8786682688099569e-05
2.6759633028 2.7706352167667910e-05
2.6825688073 2.7448940752831998e-05
2.6891743119 2.6429936006948080e-05
2.6957798165 2.5767395827660660e-05
2.7023853211 2.4348766837291218e-05
2.7089908257 2.4292113897277274e-05
2.7155963303 2.3172819679637747e-05
2.7222018349 2.2369630927874174e-05
2.7288073394 2.1654439724939779e-05
2.7354128440 2.1400221707824983e-05
2.7420183486 2.0672207901969533e-05
2.7486238532 1.9698318693997723e-05
2.7552293578 1.9293398384091086e-05
2.7618348624 1.8868387362913518e-05
2.7684403670 1.8315420422954100e-05
2.7750458716 1.7565124618205080e-05
2.7816513761 1.7362438262489533e-05
2.7882568807 1.6618481285888417e-05
2.7948623853 1.6348825931822304e-05
2.8014678899 1.6132438695675511e-05
2.8080733945 1.5665969439135968e-05
2.8146788991 1.5289633631927182e-05
2.8212844037 1.4960205651161608e-05
2.8278899083 1.4923435507737918e-05
2.8344954128 1.4420855325272339e-05
2.8411009174 1.4453779128972175e-05
2.8477064220 1.4371594710245388e-05
2.8543119266 1.4142578397984870e-05
2.8609174312 1.4031092030720296e-05
2.8675229358 1.4020995261243485e-05
2.8741284404 1.3629810559195101e-05
2.8807339450 1.3861176320109509e-05
2.8873394495 1.3928200456252943e-05
2.8939449541 1.4012154427068295e-05
2.9005504587 1.3856284725589987e-05
2.9071559633 1.4174156014814053e-05
2.9137614679 1.4206131669400715e-05
2.9203669725 1.4191940512042387e-05
2.9269724771 1.4194639444239014e-05
2.9335779817 1.4389628118294241e-05
2.9401834862 1.4429883556142576e-05
2.9467889908 1.4545343245334439e-05
2.9533944954 1.4878953052701196e-05
2.9600000000 1.4614876613647626e-05
2.9666055046 1.4772516478195688e-05
2.9732110092 1.5123925431321426e-05
2.9798165138 1.5076121831314088e-05
2.9864220183 1.5425373432676429e-05
2.9930275229 1.5339467987421178e-05
2.9996330275 1.5395127745006218e-05
3.0062385321 1.5461300482552106e-05
3.0128440367 1.5426596591935875e-05
3.0194495413 1.5675602336830016e-05
3.0260550459 1.5520709919565283e-05
3.0326605505 1.5854470610844752e-05
3.0392660550 1.5673291180669705e-05
3.0458715596 1.5971275605936758e-05
3.0524770642 1.5568652050796418e-05
3.0590825688 1.5306479480129753e-05
3.0656880734 1.5453158350418667e-05
3.0722935780 1.5499358377672612e-05
3.0788990826 1.5411344200550019e-05
3.0855045872 1.5085613598303895e-05
3.0921100917 1.5088638000297556e-05
3.0987155963 1.5185748398037013e-05
3.1053211009 1.4562190983637642e-05
3.1119266055 1.4404182250775702e-05
3.1185321101 1.4325604771896224e-05
3.1251376147 1.4247651563375618e-05
3.1317431193 1.3726100679749795e-05
3.1383486239 1.3888792937010267e-05
3.1449541284 1.3371517438202667e-05
3.1515596330 1.3250519398494495e-05
3.1581651376 1.2839326831609816e-05
3.1647706422 1.2645397043204353e-05
3.1713761468 1.2399238690261181e-05
3.1779816514 1.2282078349102609e-05
3.1845871560 1.1789895857770835e-05
3.1911926606 1.1506687370073413e-05
3.1977981651 1.1410305292346249e-05
3.2044036697 1.0973094942918697e-05
3.2110091743 1.0678369425398052e-05
3.2176146789 1.0556124513720340e-05
3.2242201835 1.0095195789151560e-05
3.2308256881 9.8592683204040390e-06
3.2374311927 9.4259465335734616e-06
3.2440366972 9.1143728031668630e-06
3.2506422018 8.9356495054683871e-06
3.2572477064 8.8380032554156301e-06
3.2638532110 8.4496091229657457e-06
3.2704587156 8.4006451796247226e-06
3.2770642202 8.2389440723182453e-06
3.2836697248 7.9581765059346010e-06
3.2902752294 7.7699080953689017e-06
3.2968807339 7.4960476783087649e-06
3.3034862385 7.4220239969076539e-06
3.3100917431 7.2240770701275158e-06
3.3166972477 7.1605710775891094e-06
3.3233027523 7.1107654247923584e-06
3.3299082569 6.8771917797358157e-06
3.3365137615 6.8335990357935497e-06
3.3431192661 6.6804411471371117e-06
3.3497247706 6.6766135722574068e-06
3.3563302752 6.5958356400971895e-06
3.3629357798 6.6231799559309491e-06
3.3695412844 6.4701750541213915e-06
3.3761467890 6.4374754984571560e-06
3.3827522936 6.5768309677832510e-06
3.3893577982 6.5162795091123190e-06
3.3959633028 6.4341957694409141e-06
3.4025688073 6.4955481090367306e-06
3.4091743119 6.5190058156320943e-06
3.4157798165 6.6043240505253894e-06
3.4223853211 6.6961115839552214e-06
3.4289908257 6.5555569025636387e-06
3.4355963303 6.5882752735576624e-06
3.4422018349 6.7029318027939085e-06
3.4488073394 6.7578941112245133e-06
3.4554128440 6.8328199584995205e-06
3.4620183486 6.8610945545918945e-06
3.4686238532 6.8307665580422550e-06
3.4752293578 6.9184243030508807e-06
3.4818348624 6.9504830222510040e-06
3.4884403670 7.1224602431235803e-06
3.4950458716 7.0303951450547693e-06
3.5016513761 7.1065855400852195e-06
3.5082568807 7.1539647739267595e-06
3.5148623853 7.1845042558866981e-06
3.5214678899 7.1751787340169911e-06
3.5280733945 7.2005647718453257e-06
3.5346788991 7.3605663355513014e-06
3.5412844037 7.2890840753005707e-06
3.5478899083 7.2058470503509096e-06
3.5544954128 7.3355245292762037e-06
3.5611009174 7.2453877440678631e-06
3.5677064220 7.1684563763696954e-06
3.5743119266 7.1702927584397024e-06
3.5809174312 7.1830448177639948e-06
3.5875229358 7.2954616299314638e-06
3.5941284404 6.9556325444034793e-06
3.6007339450 7.1790418965490838e-06
3.6073394495 6.9363406360036105e-06
3.6139449541 6.8694132732383661e-06
3.6205504587 6.8152222300893136e-06
3.6271559633 6.6440393305517340e-06
3.6337614679 6.6123900969822627e-06
3.6403669725 6.5284062715917995e-06
3.6469724771 6.3508037065232071e-06
3.6535779817 6.4126443833809497e-06
3.6601834862 6.1575785719610660e-06
3.6667889908 6.0008718654117007e-06
3.6733944954 5.8841175612847028e-06
3.6800000000 5.8637761153152305e-06
3.6866055046 5.8721614134813315e-06
3.6932110092 5.6195196438843078e-06
3.6998165138 5.4878257215186999e-06
3.7064220183 5.3630136873758162e-06
3.7130275229 5.1993480031853843e-06
3.7196330275 5.0650032902661205e-06
3.7262385321 5.0252259776516371e-06
3.7328440367 4.8734580143686418e-06
3.7394495413 4.8133205023250821e-06
3.7460550459 4.5763463969440545e-06
3.7526605505 4.5292693908849852e-06
3.7592660550 4.3817660178387778e-06
3.7658715596 4.2525821842730067e-06
3.7724770642 4.1417469256209611e-06
3.7790825688 4.1325342527814489e-06
3.7856880734 3.9165556768488791e-06
3.7922935780 3.9286960825435632e-06
3.7988990826 3.8311203755190630e-06
3.8055045872 3.7548140425338666e-06
3.8121100917 3.6684969842636303e-06
3.8187155963 3.5808017513707063e-06
3.8253211009 3.5786550938912567e-06
3.8319266055 3.4927226972085214e-06
3.8385321101 3.4223125312976161e-06
3.8451376147 3.4592311597394275e-06
3.8517431193 3.3697262125805965e-06
3.8583486239 3.3410841284395848e-06
3.8649541284 3.2997654002624078e-06
3.8715596330 3.3454203627138168e-06
3.8781651376 3.2725506908161809e-06
3.8847706422 3.2776869713126901e-06
3.8913761468 3.2095526148586966e-06
3.8979816514 3.2125039725404093e-06
3.9045871560 3.2774823571566840e-06
3.9111926606 3.2839733860382965e-06
3.9177981651 3.2495534828702728e-06
3.9244036697 3.2635819652493641e-06
3.9310091743 3.2975211324533352e-06
3.9376146789 3.3879638168431159e-06
3.9442201835 3.3292763400317737e-06
3.9508256881 3.3927423607355245e-06
3.9574311927 3.3831769924623204e-06
3.9640366972 3.3859105780471193e-06
3.9706422018 3.4190890465572307e-06
3.9772477064 3.4888568958789100e-06
3.9838532110 3.4695583003689317e-06
3.9904587156 3.5985166254512043e-06
3.9970642202 3.5288074943636705e-06
4.0036697248 3.5165564863091093e-06
4.0102752294 3.5423083742236045e-06
4.0168807339 3.6428806020753381e-06
4.0234862385 3.5775450154243775e-06
4.0300917431 3.5961683409017927e-06
4.0366972477 3.6040593188065947e-06
4.0433027523 3.6911344527472149e-06
4.0499082569 3.6206728379664103e-06
4.0565137615 3.6219873613329903e-06
4.0631192661 3.6287692215623430e-06
4.0697247706 3.5739952280885984e-06
4.0763302752 3.6367175615171843e-06
4.0829357798 3.5684324383024481e-06
4.0895412844 3.5806044679544794e-06
4.0961467890 3.6361532329112429e-06
4.1027522936 3.4790027849969518e-06
4.1093577982 3.5089335989688508e-06
4.1159633028 3.4648845539627709e-06
4.1225688073 3.3853676162138725e-06
4.1291743119 3.4118782105016936e-06
4.1357798165 3.3950170828262646e-06
4.1423853211 3.3096699296980838e-06
4.1489908257 3.2188682224018078e-06
4.1555963303 3.2410524894471806e-06
4.1622018349 3.1785612662207697e-06
4.1688073394 3.0976008839489845e-06
4.1754128440 3.1008414464408572e-06
4.1820183486 2.9810895965507418e-06
4.1886238532 3.0076049007910756e-06
4.1952293578 2.9647464527012138e-06
4.2018348624 2.8334123347286452e-06
4.2084403670 2.7819499877826027e-06
4.2150458716 2.7432694524472709e-06
4.2216513761 2.6776718737633924e-06
4.2282568807 2.5675805642143497e-06
4.2348623853 2.5860623786080737e-06
4.2414678899 2.4908306338180094e-06
4.2480733945 2.4635220633567210e-06
4.2546788991 2.3803766487449512e-06
4.2612844037 2.3465130664886521e-06
4.2678899083 2.2506830595175561e-06
4.2744954128 2.2635043847545198e-06
4.2811009174 2.1975213250993742e-06
4.2877064220 2.1524578518831697e-06
4.2943119266 2.1148819051589578e-06
4.3009174312 2.0639601905060741e-06
4.3075229358 2.0594613457190799e-06
4.3141284404 1.9854094245481904e-06
4.3207339450 1.9917871586321982e-06
4.3273394495 1.9263608995335444e-06
4.3339449541 1.8934757983268512e-06
4.3405504587 1.8937656843448189e-06
4.3471559633 1.8691498681098010e-06
4.3537614679 1.8548700251582880e-06
4.3603669725 1.7749801433493331e-06
4.3669724771 1.7974606328585423e-06
4.3735779817 1.7933925790776248e-06
4.3801834862 1.7676921224346391e-06
4.3867889908 1.7635727523231467e-06
4.3933944954 1.7881183331966607e-06
4.4000000000 1.8143947498230359e-06
4.4066055046 1.7763090930273726e-06
4.4132110092 1.7559356458021063e-06
4.4198165138 1.7659472534334222e-06
4.4264220183 1.7676918139969615e-06
4.4330275229 1.7744565867073519e-06
4.4396330275 1.7722371468610988e-06
4.4462385321 1.8177477645500583e-06
4.4528440367 1.8442212198648021e-06
4.4594495413 1.8246713994331455e-06
4.4660550459 1.8411288980961019e-06
4.4726605505 1.8173469444016810e-06
4.4792660550 1.7932729580791086e-06
4.4858715596 1.8550763925122088e-06
4.4924770642 1.8331335937594979e-06
4.4990825688 1.8981448149423229e-06
4.5056880734 1.8567872116212655e-06
4.5122935780 1.8997288469168423e-06
4.5188990826 1.9237037596986257e-06
4.5255045872 1.9036116366449251e-06
4.5321100917 1.9059397804503904e-06
4.5387155963 1.8809088830319884e-06
4.5453211009 1.9269764160650745e-06
4.5519266055 1.9025552618176265e-06
4.5585321101 1.9193632299432170e-06
4.5651376147 1.9152468670799766e-06
4.5717431193 1.9300951312886444e-06
4.5783486239 1.9180822885945612e-06
4.5849541284 1.8895070909888773e-06
4.5915596330 1.9455093762515323e-06
4.5981651376 1.8885435741149943e-06
4.6047706422 1.8822101155673220e-06
4.6113761468 1.8562491755238400e-06
4.6179816514 1.8731472442640049e-06
4.6245871560 1.8597336826586515e-06
4.6311926606 1.8306541348827449e-06
4.6377981651 1.7930203961910418e-06
4.6444036697 1.7843452131065483e-06
4.6510091743 1.7797653357668192e-06
4.6576146789 1.7699303564159565e-06
4.6642201835 1.7328513795267792e-06
4.6708256881 1.7290793948355371e-06
4.6774311927 1.6611865151005841e-06
4.6840366972 1.6521779878239000e-06
4.6906422018 1.6251514638637973e-06
4.6972477064 1.6200439272970654e-06
4.7038532110 1.5946588991397219e-06
4.7104587156 1.5358423562843999e-06
4.7170642202 1.5162479999252377e-06
4.7236697248 1.4853980513230929e-06
4.7302752294 1.4743175414075501e-06
4.7368807339 1.4604869649885637e-06
4.7434862385 1.4252797485174598e-06
4.7500917431 1.3833716280679151e-06
4.7566972477 1.3614188329391530e-06
4.7633027523 1.3222286140195557e-06
4.7699082569 1.2923860999178870e-06
4.7765137615 1.2643563393028592e-06
4.7831192661 1.2476108316305535e-06
4.7897247706 1.2339816336885877e-06
4.7963302752 1.2110741631053174e-06
4.8029357798 1.1917236208125539e-06
4.8095412844 1.1632955997912814e-06
4.8161467890 1.1432376926535241e-06
4.8227522936 1.1555349453786424e-06
4.8293577982 1.1321912431652509e-06
4.8359633028 1.1217543133869714e-06
4.8425688073 1.0902296372647061e-06
4.8491743119 1.0645594726549255e-06
4.8557798165 1.0658251211425772e-06
4.8623853211 1.0688846110260601e-06
4.8689908257 1.0500770987421515e-06
4.8755963303 1.0431951674482754e-06
4.8822018349 1.0470439408082814e-06
4.8888073394 1.0355225887933440e-06
4.8954128440 1.0339261753593725e-06
4.9020183486 1.0474532578361637e-06
4.9086238532 1.0244554607532987e-06
4.9152293578 1.0330278802092784e-06
4.9218348624 1.0160598760059068e-06
4.9284403670 1.0433987030805207e-06
